1000,180,51
999,742,67
998,299,73
997,497,67
996,198,33
995,16,44
994,9,39
993,30,100
992,98,60
991,125,60
990,155,17
989,385,51
988,453,91
987,896,52
986,408,85
985,443,43
984,967,9
983,580,41
982,890,47
981,326,79
980,606,18
979,839,98
978,250,45
977,327,40
976,801,85
975,786,33
974,359,90
973,239,62
972,352,60
971,423,89
970,361,12
969,729,91
968,306,52
967,889,17
966,183,34
965,168,8
964,893,77
963,580,78
962,873,79
961,128,66
960,691,82
959,948,67
958,458,72
957,600,64
956,879,45
955,868,98
954,1000,37
953,270,16
952,486,50
951,159,62
950,293,31
949,189,56
948,101,18
947,392,48
946,76,96
945,605,13
944,286,64
943,412,71
942,817,9
941,826,82
940,377,37
939,688,35
938,407,81
937,272,8
936,920,17
935,694,58
934,729,28
933,697,48
932,865,78
931,328,33
930,52,29
929,848,43
928,670,66
927,843,35
926,125,59
925,758,81
924,500,53
923,252,76
922,452,5
921,12,11
920,559,71
919,452,35
918,106,5
917,450,55
916,590,6
915,923,50
914,931,27
913,194,11
912,310,29
911,822,93
910,842,58
909,709,16
908,396,21
907,375,60
906,671,94
905,161,88
904,480,71
903,621,38
902,420,16
901,638,44
900,394,33
899,688,33
898,322,87
897,53,98
896,514,44
895,941,33
894,194,75
893,559,7
892,383,27
891,805,56
890,237,82
889,408,67
888,778,82
887,141,75
886,43,94
885,668,20
884,612,25
883,241,79
882,169,99
881,594,58
880,926,61
879,267,43
878,288,96
877,1,74
876,936,94
875,166,19
874,743,66
873,280,52
872,963,62
871,729,97
870,717,74
869,442,22
868,401,29
867,19,76
866,545,76
865,186,32
864,396,38
863,362,43
862,272,10
861,76,10
860,525,88
859,689,8
858,683,24
857,436,51
856,562,84
855,552,80
854,343,86
853,775,13
852,163,83
851,488,68
850,543,61
849,888,15
848,931,96
847,755,78
846,797,7
845,69,60
844,223,26
843,139,18
842,200,78
841,213,28
840,808,70
839,866,25
838,396,28
837,438,16
836,914,79
835,724,5
834,463,94
833,270,57
832,155,72
831,238,56
830,73,72
829,915,69
828,790,5
827,933,95
826,583,24
825,376,87
824,471,97
823,355,30
822,446,73
821,972,24
820,363,44
819,462,61
818,467,38
817,489,32
816,457,6
815,651,31
814,982,40
813,724,77
812,693,75
811,563,22
810,276,100
809,658,28
808,158,67
807,888,71
806,704,74
805,744,44
804,719,91
803,162,58
802,482,79
801,118,43
800,60,91
799,691,39
798,607,80
797,335,87
796,617,97
795,736,15
794,399,21
793,178,33
792,665,74
791,284,24
790,937,46
789,540,47
788,273,41
787,394,23
786,679,44
785,941,83
784,295,52
783,508,45
782,490,21
781,615,46
780,8,85
779,948,6
778,781,61
777,163,30
776,851,40
775,82,25
774,38,82
773,673,26
772,106,7
771,588,52
770,438,80
769,802,8
768,982,62
767,231,28
766,602,31
765,651,74
764,546,33
763,591,12
762,379,36
761,131,87
760,420,67
759,922,37
758,637,90
757,886,16
756,548,22
755,89,94
754,770,5
753,927,49
752,749,30
751,612,69
750,487,56
749,398,70
748,299,98
747,749,57
746,317,97
745,563,62
744,146,98
743,430,10
742,71,91
741,22,28
740,939,23
739,189,8
738,528,27
737,306,36
736,27,29
735,333,48
734,176,82
733,195,59
732,337,60
731,265,38
730,328,41
729,517,55
728,602,23
727,382,89
726,138,98
725,961,46
724,943,95
723,789,11
722,103,43
721,674,98
720,919,81
719,609,69
718,509,14
717,24,82
716,257,45
715,422,59
714,256,14
713,586,44
712,71,40
711,787,45
710,848,36
709,35,25
708,492,51
707,999,84
706,959,20
705,812,16
704,326,92
703,606,62
702,58,55
701,674,54
700,899,95
699,990,78
698,673,100
697,740,11
696,739,37
695,453,13
694,165,57
693,431,68
692,696,8
691,334,41
690,759,78
689,351,42
688,984,22
687,94,52
686,469,96
685,14,60
684,76,96
683,543,74
682,575,53
681,345,88
680,982,84
679,308,90
678,988,62
677,800,66
676,759,6
675,518,90
674,730,86
673,70,72
672,765,71
671,642,100
670,239,16
669,494,76
668,607,96
667,879,55
666,993,27
665,548,12
664,799,90
663,474,92
662,69,9
661,500,62
660,243,35
659,846,39
658,381,78
657,52,77
656,467,33
655,516,13
654,782,22
653,652,35
652,310,20
651,810,69
650,280,97
649,106,66
648,961,98
647,659,23
646,427,37
645,862,54
644,361,71
643,288,58
642,35,43
641,563,25
640,769,35
639,130,31
638,429,64
637,876,61
636,407,100
635,144,53
634,961,83
633,997,15
632,922,21
631,874,70
630,468,19
629,316,94
628,384,22
627,772,21
626,560,79
625,613,7
624,910,22
623,682,50
622,899,13
621,821,33
620,361,68
619,778,11
618,907,33
617,386,24
616,972,22
615,794,8
614,704,7
613,793,53
612,120,93
611,837,7
610,953,37
609,839,58
608,256,46
607,171,93
606,665,83
605,789,79
604,937,13
603,137,50
602,70,28
601,167,21
600,303,63
599,122,43
598,743,51
597,43,10
596,62,51
595,653,7
594,990,49
593,494,22
592,553,70
591,289,58
590,528,78
589,322,18
588,290,30
587,236,14
586,268,43
585,861,51
584,386,79
583,403,81
582,67,74
581,395,24
580,975,58
579,790,19
578,380,54
577,903,5
576,167,41
575,328,36
574,364,36
573,253,70
572,961,22
571,694,32
570,574,62
569,302,35
568,516,78
567,990,85
566,607,36
565,840,75
564,718,56
563,483,17
562,230,16
561,170,51
560,572,8
559,840,5
558,382,50
557,612,79
556,723,47
555,372,18
554,697,41
553,425,37
552,253,72
551,610,57
550,27,43
549,34,39
548,189,24
547,261,22
546,673,23
545,637,99
544,671,61
543,837,94
542,120,48
541,210,54
540,799,69
539,860,46
538,530,9
537,47,62
536,264,50
535,275,26
534,309,18
533,808,65
532,492,52
531,414,60
530,174,38
529,471,26
528,847,43
527,288,19
526,392,46
525,555,89
524,522,21
523,337,76
522,587,32
521,12,62
520,890,83
519,462,20
518,438,57
517,147,22
516,97,7
515,214,38
514,863,27
513,537,88
512,627,66
511,203,36
510,645,15
509,766,75
508,551,19
507,117,57
506,576,13
505,337,81
504,613,39
503,674,32
502,592,37
501,7,92
500,461,40
499,604,33
498,256,39
497,57,37
496,958,86
495,939,36
494,316,29
493,166,68
492,504,100
491,295,20
490,636,34
489,948,5
488,307,24
487,923,89
486,442,84
485,265,59
484,356,96
483,821,64
482,432,21
481,340,73
480,504,89
479,266,11
478,527,96
477,347,94
476,703,75
475,437,61
474,648,62
473,212,21
472,191,46
471,790,22
470,93,11
469,793,64
468,747,12
467,577,8
466,604,8
465,850,65
464,913,41
463,489,79
462,305,96
461,137,11
460,790,81
459,527,57
458,573,12
457,832,24
456,153,64
455,554,71
454,587,41
453,851,95
452,47,70
451,408,60
450,338,88
449,523,9
448,166,22
447,727,48
446,817,98
445,479,21
444,315,39
443,113,8
442,859,15
441,115,65
440,74,55
439,277,28
438,380,39
437,256,81
436,122,58
435,730,97
434,577,15
433,68,31
432,83,29
431,990,7
430,42,98
429,749,40
428,187,23
427,34,35
426,548,100
425,365,79
424,485,76
423,881,22
422,875,83
421,973,81
420,642,42
419,227,63
418,779,56
417,367,31
416,384,31
415,78,87
414,537,47
413,311,53
412,448,36
411,8,13
410,312,85
409,576,72
408,0,40
407,680,30
406,224,66
405,501,11
404,710,74
403,996,38
402,397,54
401,749,12
400,207,11
399,223,70
398,283,28
397,751,98
396,797,21
395,705,57
394,584,38
393,411,77
392,195,9
391,711,75
390,232,19
389,905,55
388,42,33
387,868,23
386,801,32
385,631,34
384,770,75
383,116,48
382,686,44
381,568,90
380,588,51
379,897,18
378,487,73
377,859,38
376,246,70
375,73,30
374,231,89
373,726,12
372,476,82
371,165,71
370,354,7
369,173,58
368,349,11
367,695,62
366,3,100
365,185,52
364,361,84
363,606,71
362,312,22
361,405,54
360,735,14
359,876,29
358,305,88
357,637,51
356,972,30
355,171,38
354,845,14
353,8,46
352,434,67
351,203,12
350,417,94
349,376,14
348,620,79
347,842,75
346,380,83
345,705,12
344,612,78
343,325,13
342,710,18
341,29,35
340,918,45
339,655,49
338,964,35
337,766,65
336,323,28
335,784,72
334,90,98
333,442,99
332,156,39
331,206,19
330,252,19
329,683,92
328,734,70
327,320,44
326,473,46
325,282,39
324,803,32
323,24,56
322,40,90
321,56,35
320,342,34
319,187,10
318,309,96
317,728,8
316,493,34
315,578,77
314,694,89
313,504,17
312,754,90
311,15,15
310,96,12
309,153,19
308,977,71
307,878,27
306,534,9
305,443,47
304,719,41
303,426,86
302,835,24
301,609,8
300,959,19
299,89,86
298,436,76
297,994,55
296,205,52
295,449,41
294,474,85
293,373,70
292,570,55
291,390,92
290,423,61
289,757,23
288,621,75
287,539,94
286,861,63
285,48,41
284,277,19
283,275,50
282,401,61
281,73,5
280,911,9
279,669,9
278,879,76
277,968,79
276,104,85
275,893,48
274,383,97
273,940,88
272,195,46
271,797,47
270,19,36
269,17,85
268,519,37
267,294,93
266,569,27
265,526,68
264,264,54
263,211,69
262,318,81
261,752,70
260,596,45
259,719,46
258,944,43
257,285,19
256,544,18
255,443,56
254,569,80
253,180,14
252,787,24
251,367,74
250,150,82
249,308,66
248,36,85
247,912,24
246,349,94
245,165,36
244,185,75
243,817,32
242,231,28
241,325,79
240,144,39
239,258,19
238,19,14
237,412,57
236,149,50
235,675,16
234,295,84
233,962,58
232,39,13
231,16,9
230,984,76
229,447,80
228,527,33
227,443,71
226,56,59
225,683,69
224,700,79
223,877,48
222,573,7
221,27,68
220,115,29
219,285,10
218,517,53
217,570,75
216,52,52
215,371,27
214,310,44
213,205,70
212,601,72
211,962,54
210,512,13
209,767,59
208,94,64
207,256,98
206,654,51
205,961,93
204,241,61
203,355,28
202,9,96
201,193,15
200,291,12
199,783,29
198,165,76
197,245,38
196,453,25
195,686,5
194,440,39
193,885,82
192,899,59
191,265,5
190,907,60
189,689,97
188,891,12
187,111,15
186,45,61
185,680,21
184,458,87
183,416,10
182,33,12
181,380,35
180,266,45
179,470,54
178,313,69
177,387,53
176,659,90
175,442,92
174,481,24
173,460,41
172,401,92
171,357,77
170,556,25
169,934,40
168,55,43
167,656,5
166,573,62
165,504,27
164,999,81
163,486,19
162,572,73
161,677,69
160,670,8
159,870,5
158,340,62
157,301,70
156,596,73
155,859,76
154,937,42
153,89,25
152,29,60
151,704,49
150,17,60
149,764,80
148,80,95
147,577,35
146,487,21
145,125,63
144,404,30
143,700,54
142,124,80
141,520,16
140,896,70
139,583,20
138,590,39
137,781,42
136,311,54
135,69,45
134,879,99
133,569,52
132,251,72
131,483,23
130,978,24
129,345,71
128,257,90
127,908,83
126,856,68
125,482,65
124,448,32
123,604,14
122,665,27
121,437,21
120,635,15
119,888,93
118,734,22
117,356,14
116,619,92
115,684,98
114,953,90
113,583,71
112,843,63
111,774,7
110,789,80
109,486,75
108,151,52
107,67,12
106,911,14
105,488,34
104,743,73
103,963,82
102,876,70
101,273,34
100,278,33
99,818,81
98,794,18
97,301,46
96,44,71
95,218,51
94,406,97
93,312,48
92,75,24
91,647,60
90,607,30
89,640,24
88,886,45
87,826,54
86,60,68
85,804,87
84,963,70
83,732,90
82,675,56
81,248,71
80,31,40
79,482,15
78,139,35
77,307,21
76,972,32
75,886,80
74,650,34
73,595,22
72,771,17
71,645,10
70,779,93
69,694,44
68,136,90
67,661,15
66,970,92
65,802,24
64,976,99
63,469,12
62,408,19
61,289,40
60,171,86
59,79,68
58,758,53
57,76,17
56,83,50
55,17,97
54,407,11
53,242,44
52,22,12
51,392,32
50,61,31
49,753,53
48,711,31
47,366,48
46,138,25
45,125,45
44,154,16
43,813,21
42,105,32
41,389,15
40,263,91
39,854,35
38,44,42
37,201,100
36,641,31
35,779,14
34,24,95
33,407,79
32,680,83
31,488,29
30,343,37
29,445,33
28,531,5
27,733,38
26,922,52
25,378,48
24,813,82
23,137,39
22,652,34
21,549,77
20,802,38
19,102,48
18,623,29
17,789,19
16,951,96
15,532,63
14,332,52
13,645,54
12,744,26
11,234,20
10,245,24
9,166,35
8,671,51
7,600,95
6,435,83
5,801,22
4,505,57
3,642,17
2,830,44
1,760,16
